,cl_node,ref,clause_type,verse_text,cl_text,target_ph,xphrase_function
5243,430433,Genesis 27:44,clause_x,וְיָשַׁבְתָּ֥ עִמֹּ֖ו יָמִ֣ים אֲחָדִ֑ים עַ֥ד אֲשֶׁר־תָּשׁ֖וּב חֲמַ֥ת אָחִֽיךָ׃ ,וְיָשַׁבְתָּ֥ עִמֹּ֖ו יָמִ֣ים אֲחָדִ֑ים ,יָמִ֣ים אֲחָדִ֑ים ,Time
5278,430602,Genesis 29:14,clause_x,וַיֹּ֤אמֶר לֹו֙ לָבָ֔ן אַ֛ךְ עַצְמִ֥י וּבְשָׂרִ֖י אָ֑תָּה וַיֵּ֥שֶׁב עִמֹּ֖ו חֹ֥דֶשׁ יָמִֽים׃ ,וַיֵּ֥שֶׁב עִמֹּ֖ו חֹ֥דֶשׁ יָמִֽים׃ ,חֹ֥דֶשׁ יָמִֽים׃ ,Time
5279,430621,Genesis 29:20,clause_x,וַיַּעֲבֹ֧ד יַעֲקֹ֛ב בְּרָחֵ֖ל שֶׁ֣בַע שָׁנִ֑ים וַיִּהְי֤וּ בְעֵינָיו֙ כְּיָמִ֣ים אֲחָדִ֔ים בְּאַהֲבָתֹ֖ו אֹתָֽהּ׃ ,וַיַּעֲבֹ֧ד יַעֲקֹ֛ב בְּרָחֵ֖ל שֶׁ֣בַע שָׁנִ֑ים ,שֶׁ֣בַע שָׁנִ֑ים ,Time
5314,430797,Genesis 30:30,clause_x,כִּ֡י מְעַט֩ אֲשֶׁר־הָיָ֨ה לְךָ֤ לְפָנַי֙ וַיִּפְרֹ֣ץ לָרֹ֔ב וַיְבָ֧רֶךְ יְהוָ֛ה אֹתְךָ֖ לְרַגְלִ֑י וְעַתָּ֗ה מָתַ֛י אֶֽעֱשֶׂ֥ה גַם־אָנֹכִ֖י לְבֵיתִֽי׃ ,אֲשֶׁר־הָיָ֨ה לְךָ֤ לְפָנַי֙ ,לְפָנַי֙ ,Time
5319,430810,Genesis 30:32,clause_x,אֶֽעֱבֹ֨ר בְּכָל־צֹֽאנְךָ֜ הַיֹּ֗ום הָסֵ֨ר מִשָּׁ֜ם כָּל־שֶׂ֣ה׀ נָקֹ֣ד וְטָל֗וּא וְכָל־שֶׂה־חוּם֙ בַּכְּשָׂבִ֔ים וְטָל֥וּא וְנָקֹ֖ד בָּעִזִּ֑ים וְהָיָ֖ה שְׂכָרִֽי׃ ,אֶֽעֱבֹ֨ר בְּכָל־צֹֽאנְךָ֜ הַיֹּ֗ום ,הַיֹּ֗ום ,Time
5347,430943,Genesis 31:24,clause_x,וַיָּבֹ֧א אֱלֹהִ֛ים אֶל־לָבָ֥ן הָאֲרַמִּ֖י בַּחֲלֹ֣ם הַלָּ֑יְלָה וַיֹּ֣אמֶר לֹ֗ו הִשָּׁ֧מֶר לְךָ֛ פֶּן־תְּדַבֵּ֥ר עִֽם־יַעֲקֹ֖ב מִטֹּ֥וב עַד־רָֽע׃ ,וַיָּבֹ֧א אֱלֹהִ֛ים אֶל־לָבָ֥ן הָאֲרַמִּ֖י בַּחֲלֹ֣ם הַלָּ֑יְלָה ,הַלָּ֑יְלָה ,Time
5407,431279,Genesis 33:13,clause_x,וַיֹּ֣אמֶר אֵלָ֗יו אֲדֹנִ֤י יֹדֵ֨עַ֙ כִּֽי־הַיְלָדִ֣ים רַכִּ֔ים וְהַצֹּ֥אן וְהַבָּקָ֖ר עָלֹ֣ות עָלָ֑י וּדְפָקוּם֙ יֹ֣ום אֶחָ֔ד וָמֵ֖תוּ כָּל־הַצֹּֽאן׃ ,וּדְפָקוּם֙ יֹ֣ום אֶחָ֔ד ,יֹ֣ום אֶחָ֔ד ,Time
5624,432418,Genesis 42:17,clause_x,וַיֶּאֱסֹ֥ף אֹתָ֛ם אֶל־מִשְׁמָ֖ר שְׁלֹ֥שֶׁת יָמִֽים׃ ,וַיֶּאֱסֹ֥ף אֹתָ֛ם אֶל־מִשְׁמָ֖ר שְׁלֹ֥שֶׁת יָמִֽים׃ ,שְׁלֹ֥שֶׁת יָמִֽים׃ ,Time
5691,432846,Genesis 44:32,clause_x,כִּ֤י עַבְדְּךָ֙ עָרַ֣ב אֶת־הַנַּ֔עַר מֵעִ֥ם אָבִ֖י לֵאמֹ֑ר אִם־לֹ֤א אֲבִיאֶ֨נּוּ֙ אֵלֶ֔יךָ וְחָטָ֥אתִי לְאָבִ֖י כָּל־הַיָּמִֽים׃ ,וְחָטָ֥אתִי לְאָבִ֖י כָּל־הַיָּמִֽים׃ ,כָּל־הַיָּמִֽים׃ ,Time
5818,433445,Genesis 50:3,clause_x,וַיִּמְלְאוּ־לֹו֙ אַרְבָּעִ֣ים יֹ֔ום כִּ֛י כֵּ֥ן יִמְלְא֖וּ יְמֵ֣י הַחֲנֻטִ֑ים וַיִּבְכּ֥וּ אֹתֹ֛ו מִצְרַ֖יִם שִׁבְעִ֥ים יֹֽום׃ ,וַיִּבְכּ֥וּ אֹתֹ֛ו מִצְרַ֖יִם שִׁבְעִ֥ים יֹֽום׃ ,שִׁבְעִ֥ים יֹֽום׃ ,Time
5825,433476,Genesis 50:10,clause_x,וַיָּבֹ֜אוּ עַד־גֹּ֣רֶן הָאָטָ֗ד אֲשֶׁר֙ בְּעֵ֣בֶר הַיַּרְדֵּ֔ן וַיִּ֨סְפְּדוּ־שָׁ֔ם מִסְפֵּ֛ד גָּדֹ֥ול וְכָבֵ֖ד מְאֹ֑ד וַיַּ֧עַשׂ לְאָבִ֛יו אֵ֖בֶל שִׁבְעַ֥ת יָמִֽים׃ ,וַיַּ֧עַשׂ לְאָבִ֛יו אֵ֖בֶל שִׁבְעַ֥ת יָמִֽים׃ ,שִׁבְעַ֥ת יָמִֽים׃ ,Time
6115,434754,Exodus 12:6,clause_x,וְהָיָ֤ה לָכֶם֙ לְמִשְׁמֶ֔רֶת עַ֣ד אַרְבָּעָ֥ה עָשָׂ֛ר יֹ֖ום לַחֹ֣דֶשׁ הַזֶּ֑ה וְשָׁחֲט֣וּ אֹתֹ֗ו כֹּ֛ל קְהַ֥ל עֲדַֽת־יִשְׂרָאֵ֖ל בֵּ֥ין הָעַרְבָּֽיִם׃ ,וְשָׁחֲט֣וּ אֹתֹ֗ו כֹּ֛ל קְהַ֥ל עֲדַֽת־יִשְׂרָאֵ֖ל בֵּ֥ין הָעַרְבָּֽיִם׃ ,בֵּ֥ין הָעַרְבָּֽיִם׃ ,Time
6117,434763,Exodus 12:10,clause_x,וְלֹא־תֹותִ֥ירוּ מִמֶּ֖נּוּ עַד־בֹּ֑קֶר וְהַנֹּתָ֥ר מִמֶּ֛נּוּ עַד־בֹּ֖קֶר בָּאֵ֥שׁ תִּשְׂרֹֽפוּ׃ ,וְלֹא־תֹותִ֥ירוּ מִמֶּ֖נּוּ עַד־בֹּ֑קֶר ,עַד־בֹּ֑קֶר ,Time
6147,434949,Exodus 13:10,clause_x,וְשָׁמַרְתָּ֛ אֶת־הַחֻקָּ֥ה הַזֹּ֖את לְמֹועֲדָ֑הּ מִיָּמִ֖ים יָמִֽימָה׃ ס ,וְשָׁמַרְתָּ֛ אֶת־הַחֻקָּ֥ה הַזֹּ֖את לְמֹועֲדָ֑הּ מִיָּמִ֖ים יָמִֽימָה׃ ס ,מִיָּמִ֖ים יָמִֽימָה׃ ס ,Time
6166,435057,Exodus 14:13,clause_x,וַיֹּ֨אמֶר מֹשֶׁ֣ה אֶל־הָעָם֮ אַל־תִּירָאוּ֒ הִֽתְיַצְב֗וּ וּרְאוּ֙ אֶת־יְשׁוּעַ֣ת יְהוָ֔ה אֲשֶׁר־יַעֲשֶׂ֥ה לָכֶ֖ם הַיֹּ֑ום כִּ֗י אֲשֶׁ֨ר רְאִיתֶ֤ם אֶת־מִצְרַ֨יִם֙ הַיֹּ֔ום לֹ֥א תֹסִ֛יפוּ לִרְאֹתָ֥ם עֹ֖וד עַד־עֹולָֽם׃ ,אֲשֶׁר־יַעֲשֶׂ֥ה לָכֶ֖ם הַיֹּ֑ום ,הַיֹּ֑ום ,Time
6226,435336,Exodus 16:19,clause_x,וַיֹּ֥אמֶר מֹשֶׁ֖ה אֲלֵהֶ֑ם אִ֕ישׁ אַל־יֹותֵ֥ר מִמֶּ֖נּוּ עַד־בֹּֽקֶר׃ ,אַל־יֹותֵ֥ר מִמֶּ֖נּוּ עַד־בֹּֽקֶר׃ ,עַד־בֹּֽקֶר׃ ,Time
6255,435529,Exodus 18:13,clause_x,וַיְהִי֙ מִֽמָּחֳרָ֔ת וַיֵּ֥שֶׁב מֹשֶׁ֖ה לִשְׁפֹּ֣ט אֶת־הָעָ֑ם וַיַּעֲמֹ֤ד הָעָם֙ עַל־מֹשֶׁ֔ה מִן־הַבֹּ֖קֶר עַד־הָעָֽרֶב׃ ,וַיַּעֲמֹ֤ד הָעָם֙ עַל־מֹשֶׁ֔ה מִן־הַבֹּ֖קֶר עַד־הָעָֽרֶב׃ ,מִן־הַבֹּ֖קֶר עַד־הָעָֽרֶב׃ ,Time
6425,436175,Exodus 24:16,clause_x,וַיִּשְׁכֹּ֤ן כְּבֹוד־יְהוָה֙ עַל־הַ֣ר סִינַ֔י וַיְכַסֵּ֥הוּ הֶעָנָ֖ן שֵׁ֣שֶׁת יָמִ֑ים וַיִּקְרָ֧א אֶל־מֹשֶׁ֛ה בַּיֹּ֥ום הַשְּׁבִיעִ֖י מִתֹּ֥וךְ הֶעָנָֽן׃ ,וַיְכַסֵּ֥הוּ הֶעָנָ֖ן שֵׁ֣שֶׁת יָמִ֑ים ,שֵׁ֣שֶׁת יָמִ֑ים ,Time
6803,437862,Exodus 40:37,clause_x,וְאִם־לֹ֥א יֵעָלֶ֖ה הֶעָנָ֑ן וְלֹ֣א יִסְע֔וּ עַד־יֹ֖ום הֵעָלֹתֹֽו׃ ,וְלֹ֣א יִסְע֔וּ עַד־יֹ֖ום ,עַד־יֹ֖ום ,Time
7922,442816,Numbers 17:10,clause_x,הֵרֹ֗מּוּ מִתֹּוךְ֙ הָעֵדָ֣ה הַזֹּ֔את וַאֲכַלֶּ֥ה אֹתָ֖ם כְּרָ֑גַע וַֽיִּפְּל֖וּ עַל־פְּנֵיהֶֽם׃ ,וַאֲכַלֶּ֥ה אֹתָ֖ם כְּרָ֑גַע ,כְּרָ֑גַע ,Time
7992,443131,Numbers 20:15,clause_x,וַיֵּרְד֤וּ אֲבֹתֵ֨ינוּ֙ מִצְרַ֔יְמָה וַנֵּ֥שֶׁב בְּמִצְרַ֖יִם יָמִ֣ים רַבִּ֑ים וַיָּרֵ֥עוּ לָ֛נוּ מִצְרַ֖יִם וְלַאֲבֹתֵֽינוּ׃ ,וַנֵּ֥שֶׁב בְּמִצְרַ֖יִם יָמִ֣ים רַבִּ֑ים ,יָמִ֣ים רַבִּ֑ים ,Time
8216,444418,Numbers 32:13,clause_x,וַיִּֽחַר־אַ֤ף יְהוָה֙ בְּיִשְׂרָאֵ֔ל וַיְנִעֵם֙ בַּמִּדְבָּ֔ר אַרְבָּעִ֖ים שָׁנָ֑ה עַד־תֹּם֙ כָּל־הַדֹּ֔ור הָעֹשֶׂ֥ה הָרַ֖ע בְּעֵינֵ֥י יְהוָֽה׃ ,וַיְנִעֵם֙ בַּמִּדְבָּ֔ר אַרְבָּעִ֖ים שָׁנָ֑ה ,אַרְבָּעִ֖ים שָׁנָ֑ה ,Time
8337,445059,Deuteronomy 1:46,clause_x,וַתֵּשְׁב֥וּ בְקָדֵ֖שׁ יָמִ֣ים רַבִּ֑ים כַּיָּמִ֖ים אֲשֶׁ֥ר יְשַׁבְתֶּֽם׃ ,וַתֵּשְׁב֥וּ בְקָדֵ֖שׁ יָמִ֣ים רַבִּ֑ים כַּיָּמִ֖ים ,יָמִ֣ים רַבִּ֑ים כַּיָּמִ֖ים ,Time
8339,445064,Deuteronomy 2:1,clause_x,וַנֵּ֜פֶן וַנִּסַּ֤ע הַמִּדְבָּ֨רָה֙ דֶּ֣רֶךְ יַם־ס֔וּף כַּאֲשֶׁ֛ר דִּבֶּ֥ר יְהוָ֖ה אֵלָ֑י וַנָּ֥סָב אֶת־הַר־שֵׂעִ֖יר יָמִ֥ים רַבִּֽים׃ ס ,וַנָּ֥סָב אֶת־הַר־שֵׂעִ֖יר יָמִ֥ים רַבִּֽים׃ ס ,יָמִ֥ים רַבִּֽים׃ ס ,Time
8500,445908,Deuteronomy 8:19,clause_x,וְהָיָ֗ה אִם־שָׁכֹ֤חַ תִּשְׁכַּח֙ אֶת־יְהוָ֣ה אֱלֹהֶ֔יךָ וְהָֽלַכְתָּ֗ אַחֲרֵי֙ אֱלֹהִ֣ים אֲחֵרִ֔ים וַעֲבַדְתָּ֖ם וְהִשְׁתַּחֲוִ֣יתָ לָהֶ֑ם הַעִדֹ֤תִי בָכֶם֙ הַיֹּ֔ום כִּ֥י אָבֹ֖ד תֹּאבֵדֽוּן׃ ,הַעִדֹ֤תִי בָכֶם֙ הַיֹּ֔ום ,הַיֹּ֔ום ,Time
8502,445924,Deuteronomy 9:3,clause_x,וְיָדַעְתָּ֣ הַיֹּ֗ום כִּי֩ יְהוָ֨ה אֱלֹהֶ֜יךָ הֽוּא־הָעֹבֵ֤ר לְפָנֶ֨יךָ֙ אֵ֣שׁ אֹֽכְלָ֔ה ה֧וּא יַשְׁמִידֵ֛ם וְה֥וּא יַכְנִיעֵ֖ם לְפָנֶ֑יךָ וְהֹֽורַשְׁתָּ֤ם וְהַֽאַבַדְתָּם֙ מַהֵ֔ר כַּאֲשֶׁ֛ר דִּבֶּ֥ר יְהוָ֖ה לָֽךְ׃ ,וְיָדַעְתָּ֣ הַיֹּ֗ום ,הַיֹּ֗ום ,Time
8525,446030,Deuteronomy 9:24,clause_x,מַמְרִ֥ים הֱיִיתֶ֖ם עִם־יְהוָ֑ה מִיֹּ֖ום דַּעְתִּ֥י אֶתְכֶֽם׃ ,מַמְרִ֥ים הֱיִיתֶ֖ם עִם־יְהוָ֑ה מִיֹּ֖ום ,מִיֹּ֖ום ,Time
8545,446140,Deuteronomy 11:1,clause_x,וְאָ֣הַבְתָּ֔ אֵ֖ת יְהוָ֣ה אֱלֹהֶ֑יךָ וְשָׁמַרְתָּ֣ מִשְׁמַרְתֹּ֗ו וְחֻקֹּתָ֧יו וּמִשְׁפָּטָ֛יו וּמִצְוֹתָ֖יו כָּל־הַיָּמִֽים׃ ,וְשָׁמַרְתָּ֣ מִשְׁמַרְתֹּ֗ו וְחֻקֹּתָ֧יו וּמִשְׁפָּטָ֛יו וּמִצְוֹתָ֖יו כָּל־הַיָּמִֽים׃ ,כָּל־הַיָּמִֽים׃ ,Time
8546,446141,Deuteronomy 11:2,clause_x,וִֽידַעְתֶּם֮ הַיֹּום֒ כִּ֣י׀ לֹ֣א אֶת־בְּנֵיכֶ֗ם אֲשֶׁ֤ר לֹֽא־יָדְעוּ֙ וַאֲשֶׁ֣ר לֹא־רָא֔וּ אֶת־מוּסַ֖ר יְהוָ֣ה אֱלֹהֵיכֶ֑ם אֶת־גָּדְלֹ֕ו אֶת־יָדֹו֙ הַחֲזָקָ֔ה וּזְרֹעֹ֖ו הַנְּטוּיָֽה׃ ,וִֽידַעְתֶּם֮ הַיֹּום֒ ,הַיֹּום֒ ,Time
9000,447873,Deuteronomy 28:29,clause_x,וְהָיִ֜יתָ מְמַשֵּׁ֣שׁ בַּֽצָּהֳרַ֗יִם כַּאֲשֶׁ֨ר יְמַשֵּׁ֤שׁ הָעִוֵּר֙ בָּאֲפֵלָ֔ה וְלֹ֥א תַצְלִ֖יחַ אֶת־דְּרָכֶ֑יךָ וְהָיִ֜יתָ אַ֣ךְ עָשׁ֧וּק וְגָז֛וּל כָּל־הַיָּמִ֖ים וְאֵ֥ין מֹושִֽׁיעַ׃ ,וְהָיִ֜יתָ אַ֣ךְ עָשׁ֧וּק וְגָז֛וּל כָּל־הַיָּמִ֖ים ,כָּל־הַיָּמִ֖ים ,Time
9001,447893,Deuteronomy 28:33,clause_x,פְּרִ֤י אַדְמָֽתְךָ֙ וְכָל־יְגִ֣יעֲךָ֔ יֹאכַ֥ל עַ֖ם אֲשֶׁ֣ר לֹא־יָדָ֑עְתָּ וְהָיִ֗יתָ רַ֛ק עָשׁ֥וּק וְרָצ֖וּץ כָּל־הַיָּמִֽים׃ ,וְהָיִ֗יתָ רַ֛ק עָשׁ֥וּק וְרָצ֖וּץ כָּל־הַיָּמִֽים׃ ,כָּל־הַיָּמִֽים׃ ,Time
9132,448715,Deuteronomy 34:8,clause_x,וַיִּבְכּוּ֩ בְנֵ֨י יִשְׂרָאֵ֧ל אֶת־מֹשֶׁ֛ה בְּעַֽרְבֹ֥ת מֹואָ֖ב שְׁלֹשִׁ֣ים יֹ֑ום וַֽיִּתְּמ֔וּ יְמֵ֥י בְכִ֖י אֵ֥בֶל מֹשֶֽׁה׃ ,וַיִּבְכּוּ֩ בְנֵ֨י יִשְׂרָאֵ֧ל אֶת־מֹשֶׁ֛ה בְּעַֽרְבֹ֥ת מֹואָ֖ב שְׁלֹשִׁ֣ים יֹ֑ום ,שְׁלֹשִׁ֣ים יֹ֑ום ,Time
9168,448899,Joshua 2:16,clause_x,וַתֹּ֤אמֶר לָהֶם֙ הָהָ֣רָה לֵּ֔כוּ פֶּֽן־יִפְגְּע֥וּ בָכֶ֖ם הָרֹדְפִ֑ים וְנַחְבֵּתֶ֨ם שָׁ֜מָּה שְׁלֹ֣שֶׁת יָמִ֗ים עַ֚ד שֹׁ֣וב הָרֹֽדְפִ֔ים וְאַחַ֖ר תֵּלְכ֥וּ לְדַרְכְּכֶֽם׃ ,וְנַחְבֵּתֶ֨ם שָׁ֜מָּה שְׁלֹ֣שֶׁת יָמִ֗ים ,שְׁלֹ֣שֶׁת יָמִ֗ים ,Time
9176,448929,Joshua 2:22,clause_x,וַיֵּלְכוּ֙ וַיָּבֹ֣אוּ הָהָ֔רָה וַיֵּ֤שְׁבוּ שָׁם֙ שְׁלֹ֣שֶׁת יָמִ֔ים עַד־שָׁ֖בוּ הָרֹדְפִ֑ים וַיְבַקְשׁ֧וּ הָרֹדְפִ֛ים בְּכָל־הַדֶּ֖רֶךְ וְלֹ֥א מָצָֽאוּ׃ ,וַיֵּ֤שְׁבוּ שָׁם֙ שְׁלֹ֣שֶׁת יָמִ֔ים ,שְׁלֹ֣שֶׁת יָמִ֔ים ,Time
9190,448959,Joshua 3:4,clause_x,אַ֣ךְ׀ רָחֹ֣וק יִהְיֶ֗ה בֵּֽינֵיכֶם֙ וּבֵינָ֔יו כְּאַלְפַּ֥יִם אַמָּ֖ה בַּמִּדָּ֑ה אַֽל־תִּקְרְב֣וּ אֵלָ֗יו לְמַ֤עַן אֲשֶׁר־תֵּֽדְעוּ֙ אֶת־הַדֶּ֨רֶךְ֙ אֲשֶׁ֣ר תֵּֽלְכוּ־בָ֔הּ כִּ֣י לֹ֧א עֲבַרְתֶּ֛ם בַּדֶּ֖רֶךְ מִתְּמֹ֥ול שִׁלְשֹֽׁום׃ ס ,כִּ֣י לֹ֧א עֲבַרְתֶּ֛ם בַּדֶּ֖רֶךְ מִתְּמֹ֥ול שִׁלְשֹֽׁום׃ ס ,מִתְּמֹ֥ול שִׁלְשֹֽׁום׃ ס ,Time
9222,449100,Joshua 4:24,clause_x,לְ֠מַעַן דַּ֜עַת כָּל־עַמֵּ֤י הָאָ֨רֶץ֙ אֶת־יַ֣ד יְהוָ֔ה כִּ֥י חֲזָקָ֖ה הִ֑יא לְמַ֧עַן יְרָאתֶ֛ם אֶת־יְהוָ֥ה אֱלֹהֵיכֶ֖ם כָּל־הַיָּמִֽים׃ ס ,לְמַ֧עַן יְרָאתֶ֛ם אֶת־יְהוָ֥ה אֱלֹהֵיכֶ֖ם כָּל־הַיָּמִֽים׃ ס ,כָּל־הַיָּמִֽים׃ ס ,Time
9237,449186,Joshua 6:3,clause_x,וְסַבֹּתֶ֣ם אֶת־הָעִ֗יר כֹּ֚ל אַנְשֵׁ֣י הַמִּלְחָמָ֔ה הַקֵּ֥יף אֶת־הָעִ֖יר פַּ֣עַם אֶחָ֑ת כֹּ֥ה תַעֲשֶׂ֖ה שֵׁ֥שֶׁת יָמִֽים׃ ,כֹּ֥ה תַעֲשֶׂ֖ה שֵׁ֥שֶׁת יָמִֽים׃ ,שֵׁ֥שֶׁת יָמִֽים׃ ,Time
9244,449220,Joshua 6:10,clause_x,וְאֶת־הָעָם֩ צִוָּ֨ה יְהֹושֻׁ֜עַ לֵאמֹ֗ר לֹ֤א תָרִ֨יעוּ֙ וְלֹֽא־תַשְׁמִ֣יעוּ אֶת־קֹולְכֶ֔ם וְלֹא־יֵצֵ֥א מִפִּיכֶ֖ם דָּבָ֑ר עַ֠ד יֹ֣ום אָמְרִ֧י אֲלֵיכֶ֛ם הָרִ֖יעוּ וַהֲרִיעֹתֶֽם׃ ,וְלֹא־יֵצֵ֥א מִפִּיכֶ֖ם דָּבָ֑ר עַ֠ד יֹ֣ום ,עַ֠ד יֹ֣ום ,Time
9393,449830,Joshua 10:27,clause_x,וַיְהִ֞י לְעֵ֣ת׀ בֹּ֣וא הַשֶּׁ֗מֶשׁ צִוָּ֤ה יְהֹושֻׁ֨עַ֙ וַיֹּֽרִידוּם֙ מֵעַ֣ל הָעֵצִ֔ים וַיַּ֨שְׁלִכֻ֔ם אֶל־הַמְּעָרָ֖ה אֲשֶׁ֣ר נֶחְבְּאוּ־שָׁ֑ם וַיָּשִׂ֜מוּ אֲבָנִ֤ים גְּדֹלֹות֙ עַל־פִּ֣י הַמְּעָרָ֔ה עַד־עֶ֖צֶם הַיֹּ֥ום הַזֶּֽה׃ פ ,וַיָּשִׂ֜מוּ אֲבָנִ֤ים גְּדֹלֹות֙ עַל־פִּ֣י הַמְּעָרָ֔ה עַד־עֶ֖צֶם הַיֹּ֥ום הַזֶּֽה׃ פ ,עַד־עֶ֖צֶם הַיֹּ֥ום הַזֶּֽה׃ פ ,Time
